id,Company name,contact_firstname,contact_lastname,email,phone_number,direct,business_activity,deleted,user_id,created_at,updated_at,Script,response,call_answering,voicemail,,
533,BARNSLEY MACHINERY GROUP LIMITED,NULL,NULL,finance@barnsley-machinery.co.uk,0203 929 2031,0204 599 0626,NULL,0,0,NULL,NULL,"Greets:  Good Morning / Afternoon:  Barnsley Machinery Group  How may I help.Action:        All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Activity:       The sphere of work of the company is - industrial equipment procurement, namely - pump equipment. Type of clients - companies from chemical, metallurgical, oil/gas extraction and processing industries. The prices are different     Name:        Michael Smith          Email:          finance@barnsley-machinery.co.uk",NULL,1,1,CO,
534,TEXO CONSTRUCTION LTD,NULL,NULL,INFO@TEXOLTD.COM,0203 929 2032,0204 599 0627,NULL,0,0,NULL,NULL,"41201 - Construction of commercial buildings
41202 - Construction of domestic buildings",NULL,1,1,YCF,
535,Children Information Centre,NULL,NULL,calls@childinfo.co.uk,0203 929 2033,0204 599 0628,NULL,0,0,NULL,NULL,"Childrens Information Centre   0203 929 2033 (03452866501)

Greets:  Good Morning / Afternoon: Childrens Information Centre  How may I help.
Action:   All lines are busy at the moment. Can I take a message?  
Please  ask client for an invoice number,  Their Name, Phone Number.
and someone in accounts will call within 30 mins 

Activity:        we distribute booklets around the country and provide talks


Name:          Paul Chambers   
      
Email:           calls@childinfo.co.uk",NULL,1,1,CO,
536,SINDA CORPORATION UK,NULL,NULL,london@sindacorporation.com,0203 929 2034,0204 599 0629,NULL,0,0,NULL,NULL,"Greets:  Good Morning/Afternoon  SINDA CORPORATION UK  How can I help you 

Action:    I'm afraid all lines are busy at the moment. Can I take a message? 
and someone will call you back as soon as they are available?
Take their Name. Tel Number 
 
Business Activity:  For prospective clients asking for the services we provide, please take a note of the following:   We are a regulated business with licenses issued in the UK and Hong Kong for providing business services, including offshore and onshore company formation, business and private  bank account opening. On top of these, we also provide any auxiliary services, such as online business matching ,online business consulting, education services, trademark registration. Our clientele is mainly high-net-wealth individuals, their family, and the companies they run. 

We do logistics and business consultancy between Europe and Asia.  We act as a middleman for traders who are interested in setting up business presence in Europe and vis versa. We help them arrange customs clearance, delivery, company incorporation, trade advice and ad hoc trade solutions.   



Name(s)  See below 

Jay Ching (senior business advisor)

Daniel Davidson (offshore business associate)

Lily Thorntons   (senior business advisor)

Ada Lu    (compliance manager) 
                 

Email Address:    london@sindacorporation.com",NULL,1,1,CO,
537,TECHNEEK GLOBAL LTD,NULL,NULL,Support@techneekglobal.com,0203 929 2035,0204 599 0630,NULL,0,0,NULL,NULL,"HARDWARE BREAK FIX
DESKTOP AND IT SUPPORT
ROLLOUTS AND MIGRATIONS
NETWORK SUPPORT
DATA CENTER SUPPORT
WEB/APP DEVELOPMENT AND MANAGEMENT and more
Pls visit our website techneekglobal.com
",NULL,1,1,YCF,
538,LONDONCOIN SYSTEMS LTD,NULL,NULL,brianbongkyumkim@gmail.com,0203 929 2036,0204 599 0631,NULL,0,0,NULL,NULL,"LondonCoin Systems is in Cryptocurrency and blockchain services business.  We are the issuer of Cryptocurrency “LondonCoin”, and do businesses related to crypto currency and blockchain industry such as Bitcoin, Ethereum, etc",NULL,1,1,YCF,
539,THOUGHTSHIFT LIMITED,NULL,NULL,hello@thoughtshift.co.uk,0203 929 2037,0204 599 0632,NULL,0,0,NULL,NULL,"ThoughtShift is a digital marketing agency specialising in increasing ecommerce revenue and profit growth for purpose-driven brands. Our multi-award-winning digital marketing methodology starts with data insight to create digital strategies that deliver performance impact through SEO (search engine optimisation of website content and social media content), PPC (Google Ads and Google Shopping pay per click) and social media (Facebook Ads, Instagram Ads). Website: www.thoughtshift.co.uk",NULL,1,1,YCF,
540,CITY STONE UK,NULL,NULL,acustom@gmail.com,0203 929 2038,0204 599 0633,NULL,0,0,NULL,NULL,"Greet :  Good Morning/ afternoon  City Stone UK  How may I help you? Action:   Our Sone Masons / Estimators are out on site or in meetings,I can take a message and get them to call back once they are free? or you can email your inquiry via websiteNames:     John Jackson  Activity:   Most people that contact us will be for an estimates or a follow up, we are Stone masons, stone cleaning and restoration, stone and brick repairs, entrance steps supplied and fitted.   Range can be from a private house owners to historic buildings, churches. we deal direct with architects sand surveyors directly.Email:     acustom@gmail.com ",NULL,1,1,CO,
541,Haven Hub International Academy ,NULL,NULL,admin@hhia.co.uk,0203 929 2039,0204 599 0634,NULL,0,0,NULL,NULL,"International individual and group tutoring for primary and secondary school students, and English lessons for adults",NULL,1,1,YCF,
542,Bronco Ltd,NULL,NULL,sales@bronco.co.uk,0203 929 2040,0204 599 0635,NULL,0,0,NULL,NULL,"Good morning / Good Afternoon Bronco. How can I help you? Let me take a message and get someone to call you back, can I take your name and contact number please? ",NULL,1,1,CO,
543,FUTURE EVENTS & PRODUCTION LTD,NULL,NULL,marketing@futureeventsnpro.com,0203 929 2041,0204 599 0636,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:  FUTURE EVENTS AND PRODUCTION LTD    How may I help                                              Action:    All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Business Activity:     Events production  AV, Sound, LED, Photography & Video ProductionNames:    Shaheen  Shahbuddin        Email:    marketing@futureeventsnpro.com",NULL,1,1,CO,
544,Free sip trunk,NULL,NULL,0,0203 929 2042,0204 599 0637,NULL,0,0,NULL,NULL,,NULL,1,1,YCF,
545,T1 DIGITAL CONSULTANTS LIMITED,NULL,NULL, office@t1digitalconsultants.co.uk        ,0203 929 2043,0204 599 0638,NULL,0,0,NULL,NULL,0,NULL,1,1,CO,
546,Free sip trunk,,,0,0203 929 2044,,,,,,,,,1,1,YCF,
547,Scriptbit Technology PTY LTD,NULL,NULL,Logan@scriptbit.co.za,0203 929 2045,0204 599 0639,NULL,0,0,NULL,NULL,"Software Development, Software Architecture and Software Design
We ideate, design, and develop data-driven digital products made to answer business challenges. We offer Product design, web and Mobile application development that is cutting edge.
",NULL,1,1,YCF,
548,Dynamic Locks & Security,NULL,NULL,dynamicls@mail.com,0203 929 2046,0204 599 0640,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:    Dynamic Locks & Security  How may I help.   (on 8x8 Dynamic Locks and Security..as Can't add & )                                           

Action:    All lines are busy at the moment.  Can I take a message?
Take their Name, Phone Number.  And say they will call back once they are free 


Business Activity:      We supply and fit security systems over Europe, we work with some disclosed companies as well as our main contracts with the likes of We-work and Dyson.


Names:      Dan Wynn  
 
        
Email:      dynamicls@mail.com",NULL,1,1,CO,
549,NORDIC NRG & MARINE LIMITED,NULL,NULL,ceo@nordicnrg.com,0203 929 2047,0204 599 0641,NULL,0,0,NULL,NULL,"NORDIC NRG & MARINE LIMITED     0203 929 2047  YCF Client  

Greeting:  Welcome to Nordic NRG & Marine Limited how can I help you?  

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.  

Business Activity: Trading in Electronic Goods, Transportation and Construction Vehicles, Energy Trading and Ship chartering  

Names: Managing Director   
      
Email:             ceo@nordicnrg.com",NULL,1,1,YCF,
550,Born Aces Ltd ,NULL,NULL,accounts@bornaces.com ,0203 929 2048,0204 599 0642,Promote positivity with pride as you were born to excel) Names: (No names are to be mentioned,0,0,NULL,2/8/23 10:44,"Born Aces Ltd   0203 929 2048 YCF client vm
  
E-mail address: accounts@bornaces.com ",NULL,1,1,YCF,
551,LLOYDS CAPITAL LONDON LTD,NULL,NULL,dr.wael.moustafa@gmail.com,0203 929 2049,0204 599 0643,NULL,0,0,NULL,NULL,"LLOYDS CAPITAL LONDON LTD ( 0203 929 2049 )  ycf


  

Greeting:  Welcome to (LLOYDS CAPITAL LONDON), how can I help you?  

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.  

Business Activity: (Financial Services & Management Consultancy)    

Names: (Dr.Wael Moustafa, CEO and Managing Director)   

 ( Mr. Magdy Fadle , Chief Financial Officer )

E-mail address: dr.wael.moustafa@gmail.com ",NULL,1,1,YCF,
552,Sofia Education Experts,NULL,NULL,georgedimo@gmail.com,0203 929 2050,0204 599 0644,NULL,0,0,NULL,NULL,"Greeting: hello you are through to Sofia education experts, how may I help you  Response:    All Directors are busy at present, I can take a message and get them to call back once they are free? Activity: EDUCATION CONSULTING SERVICES  Name: Alexandros IAKOVIDIS   E-mail:  georgedimo@gmail.com",NULL,1,1,CO,
553,Open eLMS Ltd.,NULL,NULL,cliveb@e-learningwmb.com,0203 929 2051,0204 599 0645,NULL,0,0,NULL,NULL,"Open eLMS Ltd   answer calls as     E-LEARNING  WMB   Greets :     Good Morning/ afternoon    E-LEARNING  WMB    How may I help you? Action:   Make a note of callers basic details and  PUT CALLS THRU TO:  0207 863 2987if no answer go back to client & say all lines are busy at present can I take a message and get them to call back once they are free?  Please take their Name.  Tel Number. Company Name. & Email address, & reason for callingActivity:     We create e-learning for clients as well as software for producing e-learning and managing the data.Pricing is not simple and would need to chat to determine what is needed before providing an estimate.   Names:   Emil, Andy, Clive or Silvia by nameEmail:     calls@openelms.com",NULL,1,1,CO,
554,Pure Clear Coatings Ltd (caller might refer to us as PCC),NULL,NULL,info@pureclearcoatings.co.uk,0203 929 2052,0204 599 0646,NULL,0,0,NULL,NULL,"We spray specialist coatings onto buildings, walls, roofs, solar panels, pavements, billboards and inside buildings to keep them clean and remove pollution from the air.  These surface finishes are clear. We use products manufactured in the USA by PURETi™ Group.",NULL,1,1,YCF,
555,Macrobia International University,NULL,NULL,adams2018mark@gmail.com,0203 929 2053,0204 599 0647,NULL,0,0,NULL,NULL,"Greets: Good Morning /Afternoon:    Macrobia International University  How may I help                                              Action:    All lines are busy at the moment. Can I take a message?Take their Name, Phone Number.  And say they will call back once they are free Business Activity:      Our business offers online accredited courses and post graduate programmes in management and natural health. After completion of any course our learners will be awarded a fully accredited and respected certificate to prove their new skills and knowledge that they have acquired.Names:    Mark Adams          Email:       adams2018mark@gmail.com",NULL,1,1,CO,
556,TAYLOR PROPERTY HOLDINGS GROUP LTD,NULL,NULL,oliver.taylor@taylorphg.com,0203 929 2054,0204 599 0648,NULL,0,0,NULL,NULL,"Thank you for calling Taylor Property Holdings Group Ltd, how can I help you? 

If they are calling off the back of a letter they have received:

If they ask “where did you get my details”:

We use the Land Registry to find the details of the land owner we want to contact.

Response: Can you please give me the reference number at the bottom of the letter you have received so we can locate you in our system?

Great, thank you.
I will see if there is someone available to deal with your enquiry.

***please call my mobile 07817669795***

Response if I am not available:

I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly?

***END CALL***

If it is a call for any other reason:

Greeting:  Thank you for calling Taylor Property Holdings Group Ltd, how can I help you? 

Response: Ok thank you, let me see if there is someone who can assist you with your enquiry.

***please call my mobile 07817669795***

Response if I am not available:

I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly?

***END CALL***

Business Activity: We are an independent, small and family run group of property developers in Hertfordshire. We look for land which we believe has the opportunity for development (houses), buy or take control of the land, build houses and sell or refinance them.
",NULL,1,1,YCF,
557,AQOU LTD,NULL,NULL,chris@harlequinpd.co.uk,0203 929 2055,0204 599 0649,NULL,0,0,NULL,NULL,"AQOU LTD  ( 0203 929 2055 )  YCF client
  

Greeting:  Welcome to Aqou how can I help you?  

Response: I am afraid there is no one available to take your call at the moment, can I take your details and get someone to call you back shortly.  

Business Activity: (We are a retail company online selling sports products via Amazon     

Names: Chris    

E-mail address chris@harlequinpd.co.uk ",NULL,1,1,YCF,
